New Moon Date Time (IST)
1965/09/25 08:47 +05:30
1965/10/24 19:41 +05:30
1965/11/23 09:39 +05:30
1965/12/23 02:32 +05:30
1966/01/21 21:16 +05:30
1966/02/20 16:19 +05:30
1966/03/22 10:16 +05:30
1966/04/21 02:04 +05:30
1966/05/20 15:12 +05:30
1966/06/19 01:38 +05:30
1966/07/18 10:00 +05:30
1966/08/16 17:17 +05:30
1966/09/15 00:43 +05:30
1966/10/14 09:21 +05:30
1966/11/12 19:56 +05:30
1966/12/12 08:43 +05:30
1967/01/10 23:35 +05:30
1967/02/09 16:13 +05:30
1967/03/11 09:59 +05:30
1967/04/10 03:50 +05:30
1967/05/09 20:25 +05:30
1967/06/08 10:43 +05:30
1967/07/07 22:30 +05:30
1967/08/06 08:18 +05:30
1967/09/04 17:06 +05:30
1967/10/04 01:53 +05:30
1967/11/02 11:18 +05:30
1967/12/01 21:39 +05:30
1967/12/31 09:08 +05:30
1968/01/29 21:59 +05:30
1968/02/28 12:25 +05:30
1968/03/29 04:17 +05:30
1968/04/27 20:50 +05:30
1968/05/27 12:59 +05:30
1968/06/26 03:54 +05:30
1968/07/25 17:19 +05:30
1968/08/24 05:26 +05:30
1968/09/22 16:38 +05:30
1968/10/22 03:14 +05:30
1968/11/20 13:31 +05:30
1968/12/19 23:48 +05:30
1969/01/18 10:28 +05:30
1969/02/16 21:55 +05:30
1969/03/18 10:21 +05:30
1969/04/16 23:45 +05:30
1969/05/16 13:55 +05:30
1969/06/15 04:38 +05:30
1969/07/14 19:41 +05:30
1969/08/13 10:46 +05:30
1969/09/12 01:25 +05:30
1969/10/11 15:09 +05:30
1969/11/10 03:41 +05:30
1969/12/09 15:11 +05:30
1970/01/08 02:05 +05:30
1970/02/06 12:42 +05:30
1970/03/07 23:12 +05:30
1970/04/06 09:39 +05:30
1970/05/05 20:20 +05:30
1970/06/04 07:51 +05:30
1970/07/03 20:47 +05:30
1970/08/02 11:28 +05:30
1970/09/01 03:31 +05:30
1970/09/30 20:01 +05:30
1970/10/30 11:57 +05:30
1970/11/29 02:44 +05:30
1970/12/28 16:12 +05:30
1971/01/27 04:25 +05:30
1971/02/25 15:18 +05:30
1971/03/27 00:53 +05:30
1971/04/25 09:31 +05:30
1971/05/24 18:01 +05:30
1971/06/23 03:27 +05:30
1971/07/22 14:44 +05:30
1971/08/21 04:23 +05:30
1971/09/19 20:12 +05:30
1971/10/19 13:28 +05:30
1971/11/18 07:15 +05:30
1971/12/18 00:32 +05:30
1972/01/16 16:22 +05:30
1972/02/15 05:58 +05:30
1972/03/15 17:04 +05:30
1972/04/14 02:00 +05:30
1972/05/13 09:38 +05:30
1972/06/11 16:59 +05:30
1972/07/11 01:08 +05:30
1972/08/09 10:55 +05:30
1972/09/07 22:58 +05:30
1972/10/07 13:37 +05:30
1972/11/06 06:51 +05:30
1972/12/06 01:54 +05:30
1973/01/04 21:12 +05:30
1973/02/03 14:52 +05:30
1973/03/05 05:37 +05:30
1973/04/03 17:15 +05:30
1973/05/03 02:24 +05:30
1973/06/01 10:04 +05:30
1973/06/30 17:08 +05:30
1973/07/30 00:28 +05:30
1973/08/28 08:55 +05:30
1973/09/26 19:23 +05:30
1973/10/26 08:46 +05:30
1973/11/25 01:25 +05:30
1973/12/24 20:37 +05:30
1974/01/23 16:31 +05:30
1974/02/22 11:03 +05:30
1974/03/24 02:53 +05:30
1974/04/22 15:46 +05:30
1974/05/22 02:04 +05:30
1974/06/20 10:25 +05:30
1974/07/19 17:36 +05:30
1974/08/18 00:31 +05:30
1974/09/16 08:15 +05:30
1974/10/15 17:54 +05:30
1974/11/14 06:23 +05:30
1974/12/13 21:54 +05:30
1975/01/12 15:49 +05:30
1975/02/11 10:46 +05:30
1975/03/13 05:17 +05:30
1975/04/11 22:09 +05:30
1975/05/11 12:34 +05:30
1975/06/10 00:19 +05:30
1975/07/09 09:40 +05:30
1975/08/07 17:27 +05:30
1975/09/06 00:48 +05:30
1975/10/05 08:53 +05:30
1975/11/03 18:34 +05:30
1975/12/03 06:20 +05:30
1976/01/01 20:10 +05:30
1976/01/31 11:50 +05:30
1976/03/01 04:54 +05:30
1976/03/30 22:37 +05:30
1976/04/29 15:49 +05:30
1976/05/29 07:16 +05:30
1976/06/27 20:19 +05:30
1976/07/27 07:08 +05:30
1976/08/25 16:30 +05:30
1976/09/24 01:24 +05:30
1976/10/23 10:39 +05:30
1976/11/21 20:40 +05:30
1976/12/21 07:37 +05:30
1977/01/19 19:41 +05:30
1977/02/18 09:06 +05:30
1977/03/20 00:02 +05:30
1977/04/18 16:05 +05:30
1977/05/18 08:21 +05:30
1977/06/16 23:52 +05:30
1977/07/16 14:06 +05:30
1977/08/15 03:01 +05:30
1977/09/13 14:52 +05:30
1977/10/13 02:00 +05:30
1977/11/11 12:39 +05:30
1977/12/10 23:02 +05:30
1978/01/09 09:29 +05:30
1978/02/07 20:23 +05:30
1978/03/09 08:06 +05:30
1978/04/07 20:45 +05:30
1978/05/07 10:16 +05:30
1978/06/06 00:31 +05:30
1978/07/05 15:20 +05:30
1978/08/04 06:30 +05:30
1978/09/02 21:38 +05:30
1978/10/02 12:10 +05:30
1978/11/01 01:36 +05:30
1978/11/30 13:49 +05:30
1978/12/30 01:05 +05:30
1979/01/28 11:49 +05:30
1979/02/26 22:15 +05:30
1979/03/28 08:29 +05:30
1979/04/26 18:44 +05:30
